text,label
A concern of mine is that big name FA(like Malik) will tell other big potential FA's to steer clear of this franchise till Gus is gone.,fear and worry
"A country that gave safe house to #Osama Bin #Laden is dangerous if not contained. #Pakistan is a #terror heaven, declare so @BanKimoon_amdg",fear and worry
A day of administrative jobs,fear and worry
A decent sleep makes Kurt a happy soldier. Spit &amp; polish the converse men. chests out and baseball caps at a jaunty angle.,joy and happiness
A delay until midnight  bloody thomson!!!!,fear and worry
A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS,joy and happiness
a dog got hit by a car in front of jamies house,sadness
"A Don't Stop Believing remix? Sure, why not?  Sacrilege   ? http://blip.fm/~5jkpz",joy and happiness
a female robin just flew into my window and I watched her die in my bushes...  i think i am going to cry now...,sadness
A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally,joy and happiness
A gift to myself. PUBLISHED! Episode 68 Align and Re-Align with Sensitivity Level 1-2 75 min #yoga class  http://bit.ly/8QAgh,joy and happiness
"A goal should scare you a little, and excite you a lot. - Joe Vitale #quote",fear and worry
A good head and a good heart are always a formidable combination.' - Nelson Mandela,fear and worry
a good shorty has so much to offer &amp; it's sad that some of you niggas don't even see it when she right in front of your face and too late,sadness
A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅 ,joy and happiness
A good thing about being sick is that coughing is like an ab workout. Maybe my abs will be more defined by the time I'm better 😂😅 #optimism,joy and happiness
"A guy was raging so hard during a rocket league game, when i beat him he started crying and i was laughing so hard lol",anger
A hearty Jonza! to all my friends and follower.,joy and happiness
A hearty thank you to you all for joining in tonight. Some delicious British dishes on your menus. #BeerClub,joy and happiness
A hearty welcome to those who followed me.,joy and happiness
A joyous first webiversary/web mitzvah to Smithsonian's @WeiPoints!! @brianwolly @jackie_mansky @bethpylieberman @bilbo @mazeltov,joy and happiness
"A laodicean life for Kavya &amp; family probably got Kavya her spelling bee crown! Congrats! Note, spell check doesnt recognize laodicean",joy and happiness
A Leopard never changes its spots! #lost,sadness
"A liar an a bully for president? They say every vote matter , well  I'm sorry you'll not get my vote until the year 2020",fear and worry
A lifetime of laughter at the expense of the death of a bachelor,joy and happiness
A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...,sadness
A little bit of good news.,fear and worry
"A little happy for the wine jeje ok it'sm my free time so who cares, jaja i love this day",joy and happiness
A little irked at the moment,fear and worry
"A little nose irritation and a little more chills on my body. I'm so not into flu, into flu, into flu #FallSongs",anger
A long and stressful day coming up tomorrow. Have to write responses to EOI; doing a colleagues job,fear and worry
A long day with the family.   I'm so tired now.  Had fun!,joy and happiness
"A lot of positives tonight. A clean sheet, Payet got some free kick practice, Zaza looked lively and made a lot of good runs",joy and happiness
A lovely couple of days with friends from Wolverhampton. At least the weather improved for their last day today. On call tomorrow,joy and happiness
"A lovely weekend away at Kits Coty, now relaxed and well rested and ready for the week ahead.  Back on NNC in two weeks",joy and happiness
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. ,fear and worry
A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic,fear and worry
A message from @Songoftheoss Could you let people know I have been booted off,sadness
"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE  #murder #suicide #depression #racism #pride",sadness
"A MOMENT:\nIf you kill it in the spirit, it will die in the natural!!!'-@PRINCESSTAYE #murder #suicide  #racism #pride",sadness
A nation with a large part of the population living in #fear  of the police is neither #great nor #free  - it's actually a #fascist  nation,fear and worry
A new week = new legend to make.,joy and happiness
a night alone with my piano...and a pro tools session... ill take that ANYTIME.,joy and happiness
A night where depression is winning... #depression #fml #help,sadness
A 'non-permissive environment' is also called a 'battleground' - #MilSpeak ,joy and happiness
A 'non-permissive environment' is also called a 'battleground' - #MilSpeak #hilarious,joy and happiness
A not very young man compiled info on a smiling baby then a mattress created new evil.,joy and happiness
A painter paints pictures on canvas.  But musicians paint their pictures on silence  ~Leopold Stokowski,fear and worry
a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +,fear and worry
a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish,fear and worry
A persons opinion doesn't offend me at all,anger
"A pessimist is someone who, when opportunity knocks, complains about the noise #mikeshumor",sadness
"A pessimist is someone who, when opportunity knocks, complains about the noise.",sadness
"A pessimist sees the difficulty in every opportunity, an optimist sees the opportunity in every difficulty' -Sir Winston Churchill-",sadness
A pessimist sees the difficulty in every opportunity; an optimist sees the opportunity in every difficulty. \n― Winston S. Churchill #quote,sadness
a pink balloon for mum on her day,fear and worry
A presentations propensity for hilarity plays a large part in determining it's funny/offensive ratio and how well such thoughts will go over,joy and happiness
A pretty dejected FanCam on the way. #SCFC #TBPTV,sadness
"a reply from @zackalltimelow would  make my life, he replies usually to the people who call him gay, then he tells them he willblok them",joy and happiness
A salute to Chapel Hill North Carolina. From SY  * ? http://blip.fm/~5jgj3,joy and happiness
A shy failure is nobler than an immodest success.,fear and worry
A simple nice dinner doesn't exist in my world.,sadness
"A slice of pizza, a movie (Star Trek), and a shared hot fudge sundae @ Sundae House. Saturday nights are Date Nights again",joy and happiness
"a slightly less disturbed night, after a while, which is a Good Thing. Looking forward to some quality time with my toadtastic boy",joy and happiness
a successful shopping day,sadness
a sunny day brights up the day!,joy and happiness
"A sunny morning in the Big K, with lawns to mow and a 2 mile to run to attempt, urgh",sadness
"a surprisingly good day, now its time to sleep. hopefully sweet dreams await me",joy and happiness
"A sweater, a sandwich and a hug sound so fantastic right about now",joy and happiness
"A sweltering afternoon no wonder the creepy, slithering snakes are heading to the creek. The nasty things can swim! Frightening detail!",fear and worry
"A tummy full of steak, wine, key lime pine and cuddles on tap. What a way to turn around a stressful Wednesday 💛",sadness
A very exciting week,joy and happiness
A VERY HAPPY MOTHER'S DAY TO ALL MOTHERS OUT THERE! Mamma Mia - Abba   ? http://blip.fm/~5z5uw,fear and worry
A very special HAPPY MOTHER'S DAY to all Mommies!,joy and happiness
a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain,fear and worry
a vote for #killary is like sticking a knife in a toaster #shocking #MakeAmericaGreatAgain,fear and worry
A warm #smile is the universal language of kindness William Arthur Ward #love #kindness,joy and happiness
A wise man told me that holdin' a grudge is like\nLetting somebody just live inside of your head rent free,anger
A year from now is graduation....i am pretty sure i'm not ready for it!?!?!?,fear and worry
"ï¿½ miss my future, ï¿½ wanna see her  ï¿½ for damn sure don't wanna wait til monday",fear and worry
ï¿½ï¿½We are ready for the new generation!!...Oh yeah...We are a Backstreet fans and we are proud about it!!,joy and happiness
ï¿½Chillingoutnow Just testing how to work Twitter from my phone,fear and worry
☊Focusing primarily on the person you’re talking to rather than yourself and the impression you’re making lessens social anxiety.,fear and worry
"— Self-hatred gives rise to fury, fury to the desire for self-change.",anger
"— to reveal a broad smile. \n\n'Yeah, it's nice.' \n\nPursing his lips, he stifled his joyous expression in order —\n\n[@AVIATAUBE].",joy and happiness
"—but he just can't. He feels tired but also restless. So here he now, scrolling his own music player, playing some music through his—",fear and worry
"•Days!'\nHe was itching for a fight..itching for the exhilaration of battle, of almost getting defeated, the adrenaline pumping•\n@RojinHitto",joy and happiness
•My brother grabbed me in a aggressive manner and as always @ImpetuousFiend threw tantrums like a kid only knowing how to express himself--,anger
"“ Less sugar, more fruit.\n Less soda, more water.\n Less worry, more sleep.\n LESS WORDS, MORE ACTION.”",fear and worry
“ My courage always rises at every attempt to intimidate me.”\n-Elizabeth Bennett (Pride and Prejudice)\n#Quotes #Courage #FaceYourFears,fear and worry
"“Be #positive, #cheerful, #grateful and expectant.” @NightingaleEarl  #Success #Leadership",joy and happiness
“Competition is suppose to motivate you to do better everytime not to be bitter all the time” -De philosopher DJ Kyos \n#quote #success #CSGO,anger
"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot",anger
"“Do not fret if you are not cool! Humans who follow me, become instantly cool!” #Bot",sadness
"“Don’t burn out; keep yourselves fueled and aflame. Be alert servants of the Master, cheerfully expectant.' Romans 12:11-12",joy and happiness
“Dyslexia is the affliction of a frozen genius.”― Stephen Richards,sadness
"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride ",anger
"“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride #anger",anger
"“It is not #death, that most people are #afraid of. It is getting to the end of #life only to realize that you never truly #lived.”",fear and worry
“My friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blow”,sadness
"“Optimism may sometimes be delusional, but pessimism is always delusional.” —Alan Cohen #believe",sadness
"“Set a goal to achieve something that is so big, so exhilarating that it excites you and scares you at the same time.” \n― Bob Proctor",joy and happiness
“Set a goal to achieve something that's so big so exhilarating that excites you &amp; scares you at the same time.” \n― #BobProctor,joy and happiness
